[0.3427299703264095, 0.5178041543026706, 0.6283382789317508, 0.7025222551928784, 0.7514836795252225]
[0.34718100890207715, 0.5222551928783383, 0.620919881305638, 0.6973293768545994, 0.75]
[0.3479228486646884, 0.5200296735905044, 0.6238872403560831, 0.7054896142433235, 0.7529673590504451]
[0.3434718100890208, 0.5229970326409495, 0.6224035608308606, 0.6980712166172107, 0.7507418397626113]
[0.23076923076923078, 0.36538461538461536, 0.4519230769230769, 0.5480769230769231, 0.6057692307692307]
[0.2403846153846154, 0.38461538461538464, 0.4519230769230769, 0.4807692307692308, 0.5576923076923077]
[0.2403846153846154, 0.36538461538461536, 0.47115384615384615, 0.5192307692307693, 0.5961538461538461]
[0.23076923076923078, 0.3269230769230769, 0.46153846153846156, 0.5192307692307693, 0.5961538461538461]
[0.3217197924498897, 0.49369903634529455, 0.6004447739286897, 0.6649369903853242, 0.725722757620313]
[0.323202372149594, 0.5107487027648646, 0.5952557450183857, 0.6679021497626407, 0.7212750185543383]
[0.3306152705928853, 0.512972572297852, 0.5974796145513731, 0.6664195700739824, 0.7264640474646422]
[0.3291326909042271, 0.5055596738545607, 0.6004447739286897, 0.6701260193619046, 0.7294292069082352]
